gene,0h,12h,24h,36h,48h,72h
Ncmap,0,-0.183728813,-0.574224793,-1.134561871,-0.681705615,-1.379358983
Rbmx2,0,-0.061946256,0.113215823,-0.156611069,0.021640324,-0.039959835
Wdr17,0,0.296736871,-0.823371898,-0.565864714,-0.893625315,-1.182485897
Unk,0,0.054378594,0.476997292,0.659200063,0.705633377,0.62640125
Fut11,0,0.078285043,-0.025644942,0.093309954,0.152703664,0.229709433
Dnajc12,0,-0.0876205,-0.440296383,-0.931662054,-1.276480337,-1.729477397
Usp42,0,0.059831994,0.223966694,0.426164962,0.050975799,0.109601621
Ssx2ip,0,0.05629879,0.128562469,-0.010726153,-0.104529563,-0.67709719
Prr11,0,0.055994576,0.294992826,0.180679181,0.591949215,0.915849641
Atxn1,0,-0.098876712,-0.045172907,0.789662953,0.576751214,0.936487074
Fbxl21,0,-0.214244627,0.495958136,-0.003012786,-1.814246759,-2.061171375
Nfe2l3,0,0.12082709,-0.041909233,-0.608535638,-0.346551563,-0.759779222
Plce1,0,0.084341538,0.062264471,0.35380861,0.352540094,1.058865977
Cdh15,0,-0.300884423,0.421044258,0.113821074,-0.794262201,-2.421936294
Snph,0,-0.305937637,0.021199796,0.561035975,-0.084261481,-0.29602578
Map3k6,0,0.114255408,-0.449371091,-1.720955558,-1.166894789,-1.154059487
Gm9762,0,-0.123097437,0.255328514,-0.023592377,-0.287164601,-0.252241888
Nup62cl,0,0.046654248,-0.061981393,-0.237336944,0.16958587,0.196459579
Gm47595,0,0.28730796,-0.538131748,-1.081780448,-0.837639561,-2.355780206
Hpse,0,-0.092673687,-0.338366595,-0.743227712,-1.19843581,-0.678913246
Hunk,0,-0.06927416,-0.187304658,0.034438891,-0.289696314,-0.250200445
Arhgap20,0,-0.212924908,0.101093531,0.698624243,-1.380424518,-1.751422253
Akap10,0,-0.052668283,0.294690802,0.359467449,0.209036786,0.618461015
Oser1,0,0.047139876,0.509663018,-0.034593726,-0.063993255,-0.214758422
Gnao1,0,-0.138250106,0.404769975,1.276372157,0.504995814,0.191664949
Serpini1,0,0.106221787,0.151647256,-0.702415429,-0.571219708,-1.005883464
Rab43,0,-0.219775104,0.467416342,0.508954572,-0.724112311,-0.159732054
Kdm1b,0,0.050235051,-0.006841645,-0.410342392,-0.796222958,-1.097776475
Spata6,0,-0.058171836,0.279383823,0.200269566,0.581015031,0.880794603
Dab1,0,-0.073188029,-0.353542046,-0.485482628,-0.253709158,0.200856252
Hesx1,0,0.146172739,-0.396972589,-0.572059865,0.360733124,0.354456217
Dnah7b,0,0.199075907,0.581967917,1.057928689,-0.122492651,0.551190136
Helq,0,0.047610752,0.386265789,0.628300848,0.758792225,0.855212164
Ube2k,0,0.037902463,0.052743182,-0.276945688,0.038693734,-0.079288079
Pik3r1,0,0.06767824,0.44318564,0.277092962,-0.200701418,-0.382294436
Gm19196,0,0.210349807,0.874332555,0.678405277,0.784581564,0.488633006
Dis3l,0,0.079172162,0.097192901,0.585175261,0.821926417,0.941217963
Ulk4,0,0.098231296,1.128172561,0.346400472,0.162506423,0.476999379
Taf9-ps,0,0.278465989,0.823627502,-0.306298694,1.15671551,0.634953479
Pde10a,0,0.186333406,-0.75490049,-0.128729366,-0.034791044,0.980111715
Zhx3,0,0.11886224,0.073151214,0.440038378,-0.491426489,-0.557066113
Ptprm,0,-0.238976993,0.904617452,1.639387972,1.468360593,2.085303142
Fam149b,0,-0.045595581,0.082794547,-0.077401483,0.185262308,0.10443884
Zfp707,0,0.059962435,0.784261053,0.445743916,0.057457157,-0.517810361
Ern1,0,-0.062525977,0.291828576,0.410696994,-0.103176955,0.004306061
Gm47593,0,-0.205478473,-0.257918424,-0.502523861,-2.156374312,-0.887518602
Dtx4,0,0.152136097,0.859505223,1.084282616,0.805847152,-0.020182624
Pkp4,0,0.034026923,-0.036965692,-0.210012593,-0.203589602,0.02887314
Btbd18,0,-0.137816,0.59889118,1.091921937,1.037970418,0.955378074
2810455O05Rik,0,0.242186267,0.721187746,1.315083349,1.262968328,0.466936492
Ccdc50,0,-0.037956477,-0.11076573,0.003641084,0.287206367,0.354479081
Tdrkh,0,0.079091287,0.341956195,0.597938718,0.335564307,-0.690905341
Rora,0,-0.073033074,-0.137821513,0.08288236,0.142530332,0.086629715
Hmgn5,0,-0.048721888,0.09302657,0.062519257,0.311795398,0.237026718
Nectin3,0,0.044873435,0.104068487,-0.035070462,0.141943986,0.131203654
Nfic,0,0.048119085,-0.082131406,0.425648792,0.528895774,0.829331914
Stk17b,0,0.053524654,0.495526541,0.373107564,0.601515998,0.51346426
Wwc2,0,0.03323185,0.335898047,0.529896193,0.62522109,0.788147211
Sspn,0,-0.292808223,1.311472194,2.806958163,1.970245684,1.429376637
Gramd1c,0,-0.167538321,-0.55574146,-0.221873186,-0.994894609,-1.260319967
Jam3,0,0.078100558,0.262990722,0.394764955,0.596620848,0.146732463
Grip1,0,-0.108073431,0.315384197,0.830365689,0.75152391,1.591327392
Snhg18,0,-0.12867043,-0.335978954,0.097730674,-0.354452371,-0.377955728
Klhdc3,0,-0.030560814,-0.216662017,-0.428635353,-0.247099442,-0.310354617
Ksr2,0,-0.10748734,-0.371098317,-0.276887006,-0.469901011,-0.546725907
Cacna1h,0,0.047357449,-0.717315002,-0.961930994,-2.039984332,-2.606114857
Slco3a1,0,-0.121305684,-0.011297307,1.074662855,0.715194816,0.894112769
Scg3,0,-0.146122449,0.237054783,0.082315987,0.281403296,0.243690028
Exd2,0,-0.035470332,0.194315115,0.460577039,0.589237519,0.646641112
Rep.RLTR9B.LTR.ERVK,0,0.081044417,0.298542233,-0.135150197,-0.714311305,-0.685728506
Lonrf1,0,-0.045390971,0.241967708,0.320482783,0.032443415,-0.248884811
Efcab14,0,0.035603043,0.154102259,0.275831403,0.1009557,0.115155063
Neil2,0,0.040135646,0.398175311,1.249276472,1.320305045,1.269136119
Sez6l,0,-0.266764242,0.330081549,0.668084152,-0.162280047,-1.500370411
Cd14,0,0.233882891,0.808190682,-0.892900622,0.270500043,-2.334261375
Dgkb,0,-0.308281645,0.017975495,0.58344749,0.979550057,0.800598835
Mmp19,0,-0.259300068,-0.392578505,-1.864470812,-0.920066116,-1.804252502
Cc2d2b,0,0.185802054,0.327850435,0.079511704,-1.081429116,-1.086034761
Gm9429,0,0.272015236,0.532248454,0.275971392,0.376244739,0.263260254
Gm5514,0,-0.234588779,0.550154309,1.173770308,0.084905788,-0.435249933
Ttc34,0,0.223088461,-1.341403932,-1.273721165,-2.068303269,-2.570595588
C1ql1,0,-0.075186234,-0.765180203,-0.689893683,-1.216481415,-2.096424793
Socs6,0,0.042627914,0.16653744,0.002079244,-0.088194551,-0.14466799
Otub2,0,-0.060802678,0.976597451,1.346231666,0.977045393,0.401798971
Tob2,0,-0.055187689,0.603042898,0.404254864,-0.039205208,-0.153438355
Foxp1,0,0.03604173,-0.13287267,-0.297578391,-0.36380001,0.062842017
Magi2,0,0.20883524,-0.747422592,-0.062611335,-0.79484623,-0.390808071
Mapk8,0,-0.035350814,0.098595499,-0.098987584,-0.123881394,-0.195240326
Daglb,0,-0.078588772,0.181044368,0.758349758,0.355350933,0.041137477
Adgrf5,0,0.170287579,0.547323389,0.059536357,-0.221339866,-0.679039917
Sox30,0,-0.219867552,0.36438698,0.875677127,0.104727631,0.296435175
Gm13777,0,0.280490108,0.832789551,0.781866498,0.762368203,0.069475179
Cdc42bpb,0,-0.028730884,0.094288217,0.316225947,0.279639869,0.605645135
Lrch2,0,0.056519454,-0.276989469,-0.011304914,-0.111580129,-0.340177428
Zfp949,0,0.061795741,0.447417688,0.446077303,0.606528007,0.261627941
Zfp703,0,-0.24874091,1.83798649,1.61704807,0.498527454,0.301384689
Arhgap12,0,0.028102165,0.226037596,0.318713959,0.469993434,0.422263347
E330009J07Rik,0,0.045026119,-0.253786599,-0.078848142,-0.736868291,-0.853604984
Afap1l2,0,-0.064123331,0.236097237,0.373779396,0.18329511,0.418040282
Gm20517,0,-0.210810232,-0.115862498,-0.2336643,-0.313722469,0.006524048
Arhgap29,0,0.03211474,-0.223228655,-0.528458698,-0.969088106,-1.150354466
Gm16050,0,0.242023004,-0.331801702,0.601149233,-0.243683116,0.260388919
Gm10638,0,-0.217634328,-0.042770281,0.00722847,0.416159791,-0.088237487
Mapkbp1,0,0.041726272,0.428609239,0.344613122,-0.024929918,-0.162391755
Rab42,0,-0.150763656,0.45150988,0.605030077,0.633267435,0.440643263
Stk3,0,0.035711441,-0.086816134,-0.311295608,0.04668633,0.135879533
Prr23a2,0,-0.20946778,0.862253645,1.005997587,0.260974136,-0.624184711
Ptpdc1,0,0.057883391,0.600287867,0.933027796,0.574390082,0.596536391
Slc7a6os,0,0.032797784,0.041725827,-0.180931082,-0.027736178,0.056219383
Gm20627,0,-0.194840414,-1.018320487,-1.977632212,-1.756660798,-3.949567356
Slc27a5,0,-0.130642476,0.16517631,0.517100434,0.899085062,-0.175226336
Usp47,0,-0.026898723,0.012529478,-0.083738718,0.073529517,0.096505008
Stbd1,0,-0.114154194,-0.42575121,-0.549389088,-0.901407275,-2.345025368
Macrod2,0,-0.060040377,0.307884398,-0.133390291,-0.329007349,-0.768081539
Rep.RLTR10D.LTR.ERVK,0,0.047453065,0.327981257,0.624461964,0.593305388,0.428050042
Ppara,0,-0.198368498,-1.913021407,-1.350747774,-1.218122732,-0.833126573
Pla2r1,0,0.122168004,-0.006931309,0.797940427,0.534252325,1.096976524
Myh11,0,0.156088509,-0.486899462,-1.175835504,-0.451551042,-0.433804335
1700013H16Rik,0,-0.124137479,-0.441691576,-0.501443507,-0.025438379,-1.319314191
Prkd3,0,0.029095401,0.135180745,0.202468325,-0.079484803,-0.170444994
Rep.RLTR47.LTR.ERVK,0,-0.105657304,0.12047454,0.261305375,0.460481338,0.935574995
Arhgap28,0,0.047070615,0.078975144,-0.263934889,-0.807825675,-0.898858541
Platr9,0,0.221447691,0.712306108,0.066079114,0.55839507,-0.534009708
Pde1c,0,-0.211951491,-0.117983573,0.96172574,0.35135731,0.164951283
Tab2,0,0.026017585,0.102467396,0.205645004,0.071003209,0.171225068
Glis3,0,0.104307786,0.091233412,-0.710701987,-0.905951816,-1.072442701
Spast,0,-0.030487058,-0.01283473,0.10120014,0.159197929,0.13191244
Gm16536,0,-0.075085423,0.451947226,0.54306883,0.622853766,0.036983494
Tcte2,0,0.120116641,-0.517257199,-0.523183552,-0.816061298,-0.310288842
2500002B13Rik,0,0.040151469,0.182669385,-0.419720331,-0.33752986,-0.676789318
Ccnj,0,-0.055119142,0.36956488,0.679754635,0.692773037,0.066824761
Hacd4,0,0.099194622,0.495195353,0.645996862,0.79250238,0.501228377
Pacrg,0,0.150569756,0.029717654,-1.019169893,-0.516205801,-0.085732198
Foxm1,0,0.027861808,0.176696677,0.647779385,0.813200999,1.00380119
Sertad1,0,0.056274552,0.22052527,-0.679384755,-0.914474857,-0.657417747
Ngef,0,0.081279223,0.426713085,-0.501903251,-1.190141561,-1.239520935
Vrtn,0,0.127972151,-0.310628231,-0.153832329,-1.378887679,-2.251180877
Zc3h6,0,0.046850701,1.286930674,1.801612562,1.535783431,0.940955846
Il1rl2,0,0.143265271,0.505911384,0.603549827,0.298218372,-0.128696367
Ccdc171,0,-0.058734137,0.015692833,-0.095234121,-0.435381216,-0.068851459
Sntg2,0,0.172687013,0.670973017,0.693025145,0.737773605,0.929464825
Wdr60,0,0.03747,-0.476898359,-0.911136629,-0.711790873,-0.162411973
Hrh2,0,-0.19998576,-0.936780301,-2.683462347,-2.217168047,-2.329384806
Kctd18,0,-0.033516771,0.089762916,-0.053918699,-0.12504013,-0.19399669
Klhl13,0,-0.020978013,-0.260801541,-0.930214903,-0.631654755,-0.961212561
Arid4b,0,0.028457344,0.088324888,0.060881638,0.140523056,0.165664404
Tusc3,0,-0.027088808,0.199546005,-0.163608973,0.047638412,0.183561012
Dnah5,0,0.19772065,1.00539671,1.437522855,0.921392344,0.27819731
Tnfaip3,0,0.058492198,-0.108915244,-0.280632897,-1.57287643,-1.753412545
Nupr1l,0,-0.087259885,0.510138002,0.838115329,0.347663425,-0.616515206
Tfap2e,0,-0.2154893,0.139676609,1.608729312,0.480715124,0.362861086
Rasa2,0,-0.032589244,0.021328491,0.162356314,-0.112877811,-0.120387124
Gm17251,0,-0.094988531,-0.500013534,-0.170077822,0.202594629,-0.904486175
Sprtn,0,0.029948746,0.372562181,0.021748264,-0.127580141,-0.302756251
Gm49338,0,0.056074165,0.161568384,0.135102198,-0.080563656,-0.050129229
Capn11,0,0.078481052,0.21098858,0.19172739,-0.133551277,-0.007594027
Rep.RLTR9C.LTR.ERVK,0,0.094312262,0.839194484,1.177681662,0.639915524,0.70595998
Dnah12,0,0.152949037,-0.041060455,0.315243198,-0.710260768,-0.990459761
Terb1,0,-0.13972519,0.324362573,0.546597963,0.607416022,-0.438898864
Fbxl7,0,-0.128594295,0.646467612,-0.677694537,-0.860378798,-1.94007696
Nexn,0,0.079721516,0.642251853,0.886630479,0.500113074,0.099747417
Npm2,0,-0.106776619,-2.294853154,-0.835609754,-1.350836056,-2.734230694
Rrm2b,0,0.038144641,0.509062578,0.648838021,0.50888671,0.56083507
Bud13,0,-0.022190741,0.083160856,-0.139072576,0.031237461,0.085381226
Herc2,0,0.016841019,0.048583586,0.197154748,-0.024794134,0.139439311
Rnf6,0,-0.021331947,0.141458257,0.237095155,0.246614604,-0.1606764
Tmf1,0,0.022134501,-0.036200481,-0.049950117,0.097756564,0.017176576
Ptprv,0,-0.023968535,-0.393595878,-0.524690756,-0.708568395,-0.380097818
Lrrc74b,0,-0.107661547,-0.11538499,-0.532953595,-0.382693229,-0.931215934
Mfsd2a,0,-0.110531997,0.755480107,0.690312983,-0.674716675,-1.766099905
Rab10,0,-0.016206491,0.207730581,0.183803089,0.333561431,0.310664386
Nphp1,0,-0.024464727,0.207548224,-0.093313284,0.126605013,0.055767808
Gfra1,0,-0.097774072,0.02782957,1.727047695,1.495911272,2.109629114
Lsm14a,0,-0.01560078,0.048786364,-0.040220212,0.367962448,0.351466262
AW554918,0,0.031025137,0.323645547,0.212768555,0.507671718,0.468404234
Rock1,0,0.019069962,0.132854388,0.17523116,0.140882441,0.059590656
Igtp,0,0.083232952,-0.234270973,-0.174289656,-1.566952216,-1.681111209
Prickle1,0,0.093194507,1.443578889,1.192621689,0.48494431,-0.893553685
Cdh13,0,-0.154019988,-0.193761417,-0.084626925,0.474543634,2.713881898
Arsb,0,-0.107836889,0.59987966,1.643032007,1.128268973,1.037553371
Triqk,0,0.087156205,-0.243024449,-0.582298002,-0.574787059,-0.885777246
Cplane1,0,-0.018812639,0.266316587,0.517778375,0.334340515,0.671247181
Arhgap44,0,0.02872668,-0.062924584,-0.168119562,-0.178166638,-0.210065068
Ctdspl,0,0.052393467,0.428071516,0.690516481,0.678179815,0.534954733
Sorl1,0,0.015714167,0.385366608,0.733147532,1.066353365,1.684123942
D430020J02Rik,0,0.032659521,0.075133441,-0.14938533,-0.581388638,-0.167806295
Nfix,0,0.081958462,0.34463982,0.605182484,-0.474251166,-0.725141105
Strip2,0,-0.032746319,0.630960373,0.556364592,-0.183567701,-0.362634051
Gpr68,0,0.076012601,0.687371976,1.480888412,1.310650636,1.355238021
Bmt2,0,0.018872016,-0.11417008,-0.660592552,-0.412994989,-0.317318266
Hsf1,0,-0.019206367,-0.05422158,-0.43161885,-0.367103786,-0.118388629
Chsy1,0,0.018299725,0.358252928,0.538236502,0.282846879,0.192756496
Fam189b,0,-0.03046786,-0.328639441,-0.59439936,-0.893416755,-1.045849315
Ell2,0,0.016671334,0.222083274,0.183163988,0.197274746,0.210258848
Acbd7,0,-0.04471178,0.054487728,-0.87956729,-0.996718866,-1.564121474
Hhat,0,0.055480204,0.207886361,0.439080674,0.716653876,1.351088578
Vil1,0,0.043598148,0.057704896,-0.864251172,-1.54506303,-1.66352034
Rep.RLTR9B2.LTR.ERVK,0,-0.068437684,0.612108046,0.756812099,0.444165365,0.114179522
Luzp1,0,0.011847851,-0.094318825,-0.177249368,-0.392736162,-0.469048721
Cubn,0,0.019919377,-0.218679941,-1.213939693,-1.337908233,-2.016337541
Nrg4,0,0.038966203,-0.442941763,-0.357569945,-0.222011777,0.198697583
Immp1l,0,0.021805868,0.241356427,0.143943548,0.472714633,0.082044686
Slc7a5,0,-0.013356695,0.907022635,0.930628488,0.876677273,1.33008873
Phtf2,0,-0.01453109,-0.004192849,-0.101922752,-0.146875664,-0.461935457
Rep.LTR33.LTR.ERVL,0,0.063004374,0.290135551,0.471014806,0.296133493,0.709932009
Ampd1,0,0.060585495,-0.966998616,-1.137756196,-0.240741772,-0.718491799
Sestd1,0,-0.015980935,0.01769728,0.058638655,-0.079493058,-0.286140438
Apba2,0,0.04601982,0.557090184,1.121045276,0.039773343,0.799638977
Foxr1,0,-0.031071943,-0.837589973,-1.992630226,-2.161724808,-3.1360363
Tdrd1,0,0.039903777,0.399357295,0.531712777,-0.387708435,-0.427696627
Rep.RLTR1C.LTR.ERV1,0,0.056332921,0.021535038,0.960433635,0.863855423,0.606166566
Fam107a,0,-0.077327568,-0.181223781,-0.847280533,-0.937593314,0.192948409
Best2,0,-0.059796238,-0.61381895,-1.449607221,-1.429038633,-1.695320285
Gm26813,0,0.072387543,-0.334560011,-0.782037477,0.126017908,-1.118624773
Dennd6a,0,0.012306266,0.285435479,0.427758294,0.109259744,-0.025558978
Cnpy1,0,-0.015368051,-0.328112563,-0.683814301,-0.488877202,-0.018301499
Ebf1,0,-0.073119513,-0.554988435,0.02819454,0.113374778,-0.538311549
Fbxo11,0,0.011864357,0.264887027,0.31805291,0.332951869,0.197297382
Sall2,0,-0.030787013,-0.29530718,-0.043980687,-0.746269824,-1.421664441
Ldhc,0,-0.024695776,-0.246806175,-0.423805715,-0.656387717,-1.101051205
Sugct,0,0.048451204,-0.340699206,0.369309358,0.217601933,0.058598364
Rnf220,0,-0.007724857,-0.031318826,-0.04733491,-0.021532896,0.013571041
Sec16b,0,-0.067079458,0.111093878,-1.212985353,-0.410893063,-0.835810977
Rab8b,0,-0.011990864,-0.360754653,-0.521077846,-0.501145491,-0.581977765
Eea1,0,-0.01191737,0.351872528,0.609200402,0.40339945,0.153465997
Gm43766,0,-0.067490511,0.279836643,-0.143672487,-0.468466879,-0.577921665
Rundc3b,0,-0.020262406,-0.294041454,-0.134661404,-0.2108763,-0.355048417
Cop1,0,0.007997161,0.121378344,0.226207756,0.376451625,0.396140633
Atf7ip2,0,-0.012743202,-0.18008113,-0.231708399,-0.190763096,-0.001381418
Dusp14,0,-0.025963527,-0.313883903,-0.422450259,-1.122450118,-1.970218359
Eml4,0,0.007332997,0.11033104,0.147339834,0.058286147,0.053229622
Atp2c1,0,-0.007757237,0.063126422,0.124030774,-0.085914698,-0.046330195
Rnf225,0,0.048886277,0.869589472,0.55909678,0.014124172,0.093427934
Mctp2,0,-0.016343225,0.317915497,0.076851214,0.165551308,0.246955776
Klhl29,0,0.036341476,0.485920251,1.258087693,0.8651045,-0.189426815
Nlrp4a,0,-0.067366139,0.490145027,0.889810519,0.821512756,0.887873032
Mrip-ps,0,-0.065004095,0.161239951,0.359951935,0.738430487,0.625987905
Smagp,0,0.01269201,0.026389084,0.03545639,0.702671966,0.894036495
Gm3143,0,-0.048989002,-1.91347483,-1.194064908,-3.773689353,-2.102927254
Lyst,0,-0.011113028,-0.197695148,-0.128442705,-0.549171021,-0.175717265
Phlpp2,0,0.013096663,0.385974498,0.159120146,-0.09956032,-0.542450292
Gm46378,0,-0.035113521,0.624790177,1.232507649,2.079781591,1.856686784
Yap1,0,-0.006638474,0.02778282,0.076607243,0.216580409,0.436072033
Cadps,0,-0.048429528,0.762186306,1.060267778,0.556949435,0.229653021
Dnaja4,0,-0.023617413,0.834597893,1.214238176,0.704291413,0.152919892
Myrip,0,0.056550859,1.399557131,2.464641613,0.818376627,-0.162315455
Ccndbp1,0,0.008340481,-0.355244741,-0.700131363,-0.562631497,-0.465003528
Rfx5,0,0.011445552,0.139851889,0.243155874,-0.060042839,-0.307447056
Pou2f2,0,0.027191074,-0.500012986,0.207044622,0.275254128,0.062205495
Prdm9,0,0.021227349,0.489754802,0.535918391,-0.418732917,-0.534335283
Sacs,0,0.00687808,0.199040344,0.411981106,0.313260495,0.565246396
Rgs17,0,-0.021751485,-0.351302116,-0.489714293,-0.777962424,-1.85292047
Pclo,0,0.024081142,0.119624871,0.670639106,0.000834504,-0.003007399
Fam110b,0,0.013242205,0.284061689,0.141834168,-0.311287191,-0.567224438
Rnf182,0,0.039441251,-0.479083773,-0.021804931,-3.204339408,-2.386977086
1700018B24Rik,0,-0.02532648,-0.584266794,-0.917935226,-0.668701917,-1.24320341
Sh3rf2,0,-0.015612498,-0.022227752,-0.896547306,-1.353119668,-1.81476524
Ica1,0,-0.011746981,0.484976115,0.80800869,1.041030435,0.855832754
Stk39,0,-0.014988799,0.214280763,0.831397501,0.854243507,0.33506715
Wapl,0,0.004003302,0.018072813,-0.259100245,-0.210439608,-0.178193005
Arl6,0,-0.006337224,-0.304800023,-0.831415315,-0.555680748,-0.347747348
Trerf1,0,0.006035197,0.085645446,0.267953139,-0.212859083,-0.239369701
Zc3h18,0,-0.004051576,-0.182101949,-0.27799724,-0.194077476,-0.026140334
Fkbp14,0,-0.009570443,0.007224859,0.4767175,0.537759464,0.341488785
Ctnnal1,0,-0.003967385,-0.54353422,-0.972856115,-0.898551853,-0.895784354
Osbpl8,0,-0.004750869,0.324847102,0.48349722,0.215534496,0.19136085
Bbof1,0,0.015490235,-0.765522929,-0.419534802,-0.103875057,-0.079878816
Arhgap42,0,0.008388215,0.359111166,0.404132161,0.204481783,0.405310536
Rep.RLTR13D6.LTR.ERVK,0,0.009692134,0.436893196,0.084387145,-0.024537526,0.062940092
Arid4a,0,-0.004570159,-0.140019913,0.10612193,-0.172576923,-0.382384165
Nlrp14,0,-0.014249517,0.36117835,-0.990810625,-1.76770711,-2.858123913
Ccdc85c,0,0.004164192,0.01387278,0.026135843,-0.207310902,-0.221155116
Cspg5,0,0.007722395,0.362191467,-0.033968134,-0.088911305,0.17342087
Plekha2,0,0.003523959,-0.911880945,-1.724100587,-1.512474679,-1.583887097
Filip1l,0,-0.018580445,0.862258302,0.195492381,-0.588630952,0.196319072
Gmeb2,0,-0.004284464,0.21782305,0.653032359,0.545505218,0.476177267
Mef2a,0,-0.005717639,0.766912311,0.805009699,0.810971744,0.751093526
Lrguk,0,0.007996262,0.061123097,-0.120392551,-0.017531327,-0.230162279
Dnah7c,0,0.01972519,-0.615105782,-0.049505863,0.672559314,0.322194869
Kif27,0,-0.010232739,0.373578846,0.363124865,-0.045930119,-0.499325803
Cps1,0,0.013201787,0.583033363,0.71647814,-0.025811067,0.733991986
Tor1a,0,-0.002189523,0.056558937,-0.204916946,-0.064476782,-0.419438478
Rep.RLTR28B.LTR.ERVL,0,0.00241885,-0.064987686,-0.071493769,-0.24825258,-0.039312239
