gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Gm44921,301,1.473350297,0.284388933,12.36408508,0.001465619,0.003971945,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm15950,1973,2.448327723,-0.849605356,12.36091629,0.001467357,0.003976096,0_vs_24,DuxOE,0_vs_24_DuxOE
Laptm4b,1938,0.209013354,6.68542219,12.35450896,0.001470876,0.003985075,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp273,3799,0.940933362,1.362806537,12.35209064,0.001472207,0.003988012,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc25a33,1887,0.328944726,4.835738569,12.35154794,0.001472506,0.003988012,0_vs_24,DuxOE,0_vs_24_DuxOE
Cald1,12041,-0.277923156,5.371586614,12.35141467,0.001472579,0.003988012,0_vs_24,DuxOE,0_vs_24_DuxOE
Ndufa9,2101,-0.222279082,6.432431761,12.34250846,0.001477493,0.004000759,0_vs_24,DuxOE,0_vs_24_DuxOE
Ano6,12269,0.335377598,4.543199951,12.31523519,0.00149265,0.004041236,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan20,8375,0.578281725,2.786923555,12.3080889,0.00149665,0.004051496,0_vs_24,DuxOE,0_vs_24_DuxOE
Nr2f6,2983,-0.365751823,4.373685446,12.3066683,0.001497446,0.004053084,0_vs_24,DuxOE,0_vs_24_DuxOE
Commd1,5936,-0.363274358,4.560174015,12.30198825,0.001500073,0.004059626,0_vs_24,DuxOE,0_vs_24_DuxOE
Col8a2,4489,-2.074671465,-0.534874798,12.30158364,0.0015003,0.004059673,0_vs_24,DuxOE,0_vs_24_DuxOE
Tpmt,3682,-0.477311984,3.449076481,12.29818267,0.001502212,0.004064234,0_vs_24,DuxOE,0_vs_24_DuxOE
M6pr,4170,0.195087794,7.814016686,12.29783831,0.001502406,0.004064234,0_vs_24,DuxOE,0_vs_24_DuxOE
Dhcr7,5817,-0.192269756,7.443997225,12.28998118,0.001506835,0.004075644,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm29695,5271,0.669760759,2.462742838,12.28414557,0.001510133,0.004083994,0_vs_24,DuxOE,0_vs_24_DuxOE
Smndc1,2477,-0.235586278,6.002319655,12.28250744,0.001511061,0.00408593,0_vs_24,DuxOE,0_vs_24_DuxOE
Taf7l,2245,0.605271959,2.844657255,12.28105073,0.001511886,0.004087589,0_vs_24,DuxOE,0_vs_24_DuxOE
Rgs3,10801,0.371605327,4.137223334,12.26760966,0.001519522,0.00410766,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm45797,1921,-1.344229967,0.407219154,12.26371158,0.001521744,0.004113092,0_vs_24,DuxOE,0_vs_24_DuxOE
3300002P13Rik,1092,-1.406498775,0.283954669,12.26280727,0.00152226,0.004113912,0_vs_24,DuxOE,0_vs_24_DuxOE
Zbtb8b,6489,0.553152287,2.870243178,12.25578327,0.001526275,0.004124185,0_vs_24,DuxOE,0_vs_24_DuxOE
Pkmyt1,3643,-0.26903565,5.382586686,12.25407188,0.001527255,0.004126256,0_vs_24,DuxOE,0_vs_24_DuxOE
Klhl11,2393,-0.246654396,5.691956378,12.24431623,0.001532854,0.004140804,0_vs_24,DuxOE,0_vs_24_DuxOE
8430429K09Rik,2649,2.076483897,-0.563310296,12.24375251,0.001533178,0.004141102,0_vs_24,DuxOE,0_vs_24_DuxOE
Mbd4,5280,0.249080757,5.824522745,12.2429179,0.001533658,0.00414182,0_vs_24,DuxOE,0_vs_24_DuxOE
Atg5,2352,0.28484667,5.217150702,12.23659644,0.0015373,0.004151075,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm9316,2125,-1.12852644,0.931039841,12.23196406,0.001539975,0.004157717,0_vs_24,DuxOE,0_vs_24_DuxOE
Nptn,6168,-0.230567677,6.532070123,12.23088534,0.001540598,0.004158819,0_vs_24,DuxOE,0_vs_24_DuxOE
Cxcl16,3021,0.581280276,2.913354681,12.22384671,0.001544674,0.004169239,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc49a4,5395,0.299332802,5.029732873,12.21855211,0.001547747,0.00417695,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm16103,1279,-2.250578363,-0.748119542,12.21617081,0.001549131,0.004179664,0_vs_24,DuxOE,0_vs_24_DuxOE
Ccdc62,8505,0.960754604,1.332578553,12.21607854,0.001549185,0.004179664,0_vs_24,DuxOE,0_vs_24_DuxOE
Arl16,2742,0.993718905,1.35580448,12.21477776,0.001549942,0.004181044,0_vs_24,DuxOE,0_vs_24_DuxOE
Ngdn,1483,-0.247961514,5.78103515,12.21445637,0.001550129,0.004181044,0_vs_24,DuxOE,0_vs_24_DuxOE
Pla2g4a,6391,-0.50155416,3.290699667,12.20211841,0.001557328,0.004199875,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm12977,1169,-1.129076797,0.900252821,12.20035279,0.001558361,0.004202075,0_vs_24,DuxOE,0_vs_24_DuxOE
Tst,3163,-0.403098769,3.924283772,12.19949453,0.001558864,0.004202844,0_vs_24,DuxOE,0_vs_24_DuxOE
Fbxl19,4542,-0.220322393,6.776956476,12.19616459,0.001560815,0.004207518,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp954,2394,0.565691893,2.87902359,12.19214431,0.001563174,0.00421329,0_vs_24,DuxOE,0_vs_24_DuxOE
Dusp18,4632,-0.585905381,2.695513721,12.19060567,0.001564078,0.004215139,0_vs_24,DuxOE,0_vs_24_DuxOE
Nol10,3021,-0.214960103,6.444863634,12.18788948,0.001565675,0.004218855,0_vs_24,DuxOE,0_vs_24_DuxOE
H2-DMa,3448,-0.470605603,3.413168794,12.18243393,0.001568888,0.004226499,0_vs_24,DuxOE,0_vs_24_DuxOE
Ddx56,2533,0.27055389,5.257308427,12.18208826,0.001569092,0.004226499,0_vs_24,DuxOE,0_vs_24_DuxOE
Tep1,9568,-0.319629626,4.966962376,12.18196,0.001569168,0.004226499,0_vs_24,DuxOE,0_vs_24_DuxOE
Sos2,8514,0.581674755,2.805089021,12.17667332,0.001572289,0.004234315,0_vs_24,DuxOE,0_vs_24_DuxOE
Tle2,6221,-0.70278996,2.192558614,12.17587885,0.001572758,0.00423499,0_vs_24,DuxOE,0_vs_24_DuxOE
Rabepk,3814,0.304317051,4.958176815,12.1661126,0.001578544,0.004249976,0_vs_24,DuxOE,0_vs_24_DuxOE
Ndufv3,3189,-0.256908203,6.194369956,12.15995367,0.001582204,0.004258644,0_vs_24,DuxOE,0_vs_24_DuxOE
Cant1,4358,-0.277705331,5.222528268,12.15063393,0.00158776,0.004272952,0_vs_24,DuxOE,0_vs_24_DuxOE
Brip1os,6498,0.84268163,1.793641893,12.15029558,0.001587962,0.004272952,0_vs_24,DuxOE,0_vs_24_DuxOE
Esx1,1985,-0.910132682,1.565748903,12.14752995,0.001589615,0.004276805,0_vs_24,DuxOE,0_vs_24_DuxOE
Tmem29,7621,-0.487373814,3.29775728,12.14693092,0.001589973,0.004277174,0_vs_24,DuxOE,0_vs_24_DuxOE
Pmel,2292,-0.486930091,3.46103428,12.14266266,0.001592528,0.004283452,0_vs_24,DuxOE,0_vs_24_DuxOE
Dusp10,3042,-0.796855676,1.830866589,12.1381073,0.001595261,0.004290203,0_vs_24,DuxOE,0_vs_24_DuxOE
Agap3,5321,-0.289525553,5.589434601,12.13166779,0.001599131,0.004300015,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp808,4724,0.566833153,2.938531324,12.12426659,0.001603593,0.004311412,0_vs_24,DuxOE,0_vs_24_DuxOE
Atp5md,2755,-0.211094227,6.584918086,12.11622319,0.001608456,0.004323887,0_vs_24,DuxOE,0_vs_24_DuxOE
Dnm2,5330,-0.19817997,7.009992268,12.10967273,0.001612429,0.004333964,0_vs_24,DuxOE,0_vs_24_DuxOE
Ncoa2,15642,0.332136893,4.64219799,12.10434037,0.001615671,0.00434195,0_vs_24,DuxOE,0_vs_24_DuxOE
Relch,9500,0.224315271,6.360920788,12.10404688,0.001615849,0.00434195,0_vs_24,DuxOE,0_vs_24_DuxOE
Gkap1,5773,0.367421631,4.138289095,12.10224164,0.001616949,0.004344299,0_vs_24,DuxOE,0_vs_24_DuxOE
Nos1ap,7249,-0.73385334,2.054496428,12.0947982,0.001621489,0.004355894,0_vs_24,DuxOE,0_vs_24_DuxOE
Crybg2,7801,-0.266029756,5.317771985,12.09056562,0.001624078,0.00436224,0_vs_24,DuxOE,0_vs_24_DuxOE
Spred1,6784,0.276333099,5.211389754,12.08894426,0.00162507,0.0043643,0_vs_24,DuxOE,0_vs_24_DuxOE
A930037H05Rik,9082,1.150982904,0.770448113,12.08406169,0.001628063,0.004371511,0_vs_24,DuxOE,0_vs_24_DuxOE
Nrgn,1453,-0.611485744,2.735722446,12.08382679,0.001628207,0.004371511,0_vs_24,DuxOE,0_vs_24_DuxOE
Rab5b,4201,-0.21871058,6.357869247,12.07833928,0.001631579,0.004379954,0_vs_24,DuxOE,0_vs_24_DuxOE
Poln,5423,0.986483568,1.202688467,12.07490966,0.00163369,0.004385012,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc31a2,2033,-0.445836646,3.877864729,12.07325896,0.001634707,0.004387132,0_vs_24,DuxOE,0_vs_24_DuxOE
Sntb2,10350,-0.243406823,6.123548322,12.07095786,0.001636126,0.004390331,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp870,5455,0.405709274,3.877898588,12.06626929,0.001639021,0.004397489,0_vs_24,DuxOE,0_vs_24_DuxOE
Tha1,2910,0.960133351,1.235872006,12.06558155,0.001639446,0.004398019,0_vs_24,DuxOE,0_vs_24_DuxOE
Stoml2,3022,-0.193437212,7.182273336,12.06378454,0.001640557,0.00440039,0_vs_24,DuxOE,0_vs_24_DuxOE
Rhoa,7494,-0.188201197,8.226835354,12.06213192,0.00164158,0.004402523,0_vs_24,DuxOE,0_vs_24_DuxOE
Kbtbd6,2984,2.17428664,-0.652545367,12.06056603,0.00164255,0.004404512,0_vs_24,DuxOE,0_vs_24_DuxOE
mt-Co3,784,0.890725927,1.586590305,12.05900829,0.001643515,0.00440649,0_vs_24,DuxOE,0_vs_24_DuxOE
Gas5,3760,-0.197305701,9.361777343,12.05813487,0.001644057,0.00440733,0_vs_24,DuxOE,0_vs_24_DuxOE
Cbl,12345,-0.272625248,5.754297024,12.04936748,0.001649503,0.004421075,0_vs_24,DuxOE,0_vs_24_DuxOE
Pcmtd2,4183,-0.263259491,5.381060746,12.04914558,0.001649641,0.004421075,0_vs_24,DuxOE,0_vs_24_DuxOE
Reep2,1926,-0.44513763,3.678749531,12.04311628,0.001653399,0.004430531,0_vs_24,DuxOE,0_vs_24_DuxOE
Aifm1,4006,-0.222288448,6.159003316,12.03847151,0.001656299,0.004437073,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm12657,411,-1.675720025,-0.120045963,12.03664812,0.00165744,0.004439377,0_vs_24,DuxOE,0_vs_24_DuxOE
Chst10,11964,-0.467303768,3.41048986,12.03636199,0.001657619,0.004439377,0_vs_24,DuxOE,0_vs_24_DuxOE
H2bc9,1679,1.7767776,-0.276535814,12.0356439,0.001658068,0.004439965,0_vs_24,DuxOE,0_vs_24_DuxOE
Mical2,15218,-0.869859752,1.721448035,12.03291601,0.001659776,0.004443924,0_vs_24,DuxOE,0_vs_24_DuxOE
H2-M5,2691,-0.369087447,4.252608788,12.02885078,0.001662325,0.004450132,0_vs_24,DuxOE,0_vs_24_DuxOE
Smarcad1,13322,0.235370512,6.0274096,12.0239587,0.001665398,0.004457742,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp407,15170,0.3692934,4.242652128,12.01657693,0.001670047,0.004469426,0_vs_24,DuxOE,0_vs_24_DuxOE
Inpp1,6460,-0.654079173,2.440541049,12.01629332,0.001670226,0.004469426,0_vs_24,DuxOE,0_vs_24_DuxOE
Pgr15l,5379,1.77590585,-0.276372149,12.00355998,0.001678278,0.004490353,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc11a1,3705,-0.840039597,1.630919493,11.99990232,0.001680599,0.00449594,0_vs_24,DuxOE,0_vs_24_DuxOE
Stard7,5567,-0.230072751,5.957430252,11.99772122,0.001681985,0.004499024,0_vs_24,DuxOE,0_vs_24_DuxOE
Ldlr,9622,-0.238716723,6.011158769,11.99623114,0.001682932,0.004500935,0_vs_24,DuxOE,0_vs_24_DuxOE
Fastkd1,5853,0.31423618,5.110450451,11.99370872,0.001684537,0.004504604,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm42994,2549,-2.349483577,-0.885642303,11.9925442,0.001685278,0.004505964,0_vs_24,DuxOE,0_vs_24_DuxOE
Fam234b,6912,0.266039369,5.34448941,11.98896601,0.001687559,0.004511437,0_vs_24,DuxOE,0_vs_24_DuxOE
Atl2,9844,-0.203627537,6.781319533,11.98207335,0.001691962,0.004522581,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm17110,735,-2.481705141,-0.781813128,11.96639006,0.001702025,0.004548223,0_vs_24,DuxOE,0_vs_24_DuxOE
Letm1,9650,-0.250652216,5.621389111,11.96473087,0.001703093,0.004550449,0_vs_24,DuxOE,0_vs_24_DuxOE
Adgrb3,18559,-3.064047843,-1.349735119,11.95768823,0.001707636,0.004561957,0_vs_24,DuxOE,0_vs_24_DuxOE
Fbxo11,4397,0.264887027,5.428951565,11.95513878,0.001709284,0.004565728,0_vs_24,DuxOE,0_vs_24_DuxOE
Aldh6a1,5784,-0.236341513,5.812617335,11.95408646,0.001709965,0.004566915,0_vs_24,DuxOE,0_vs_24_DuxOE
Uvrag,9035,0.283096619,5.131489195,11.95032092,0.001712403,0.004572795,0_vs_24,DuxOE,0_vs_24_DuxOE
Dpysl5,7376,0.311483226,4.695098649,11.9453744,0.001715611,0.00458073,0_vs_24,DuxOE,0_vs_24_DuxOE
Ssh3,6080,-0.464347253,3.502253665,11.93380871,0.001723138,0.004600191,0_vs_24,DuxOE,0_vs_24_DuxOE
Soga1,7984,0.711909363,2.164302325,11.93020552,0.00172549,0.004605835,0_vs_24,DuxOE,0_vs_24_DuxOE
9-Mar,3037,0.466213794,3.416294383,11.91806298,0.001733443,0.004626423,0_vs_24,DuxOE,0_vs_24_DuxOE
Zyx,5390,-0.414180507,3.77370104,11.91666206,0.001734363,0.004628239,0_vs_24,DuxOE,0_vs_24_DuxOE
Psmc1,1933,-0.195930636,7.8602848,11.91371913,0.001736297,0.004632762,0_vs_24,DuxOE,0_vs_24_DuxOE
4930547E08Rik,541,3.195940562,-1.300616799,11.91055614,0.001738379,0.004636396,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm25908,98,3.195940562,-1.300616799,11.91055614,0.001738379,0.004636396,0_vs_24,DuxOE,0_vs_24_DuxOE
Mir6896,73,3.195940562,-1.300616799,11.91055614,0.001738379,0.004636396,0_vs_24,DuxOE,0_vs_24_DuxOE
Sh2b2,5406,-0.707271905,2.136449487,11.90785962,0.001740155,0.004639855,0_vs_24,DuxOE,0_vs_24_DuxOE
Emp1,5935,0.485325045,3.562123191,11.90683394,0.001740832,0.004641018,0_vs_24,DuxOE,0_vs_24_DuxOE
Amph,5041,0.357688913,4.227337108,11.90343144,0.001743077,0.004646364,0_vs_24,DuxOE,0_vs_24_DuxOE
Tnrc6a,12706,0.216816686,6.385963918,11.90189851,0.00174409,0.004648423,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm38268,193,1.959126842,-0.506796992,11.90110311,0.001744616,0.004649183,0_vs_24,DuxOE,0_vs_24_DuxOE
Mien1,747,-0.575666192,2.946196542,11.8932739,0.0017498,0.004662355,0_vs_24,DuxOE,0_vs_24_DuxOE
Ninj1,1570,-0.288909095,5.05805436,11.88995219,0.001752005,0.004667586,0_vs_24,DuxOE,0_vs_24_DuxOE
Irs1,9144,1.376950443,0.284868076,11.88780017,0.001753434,0.004670751,0_vs_24,DuxOE,0_vs_24_DuxOE
Fam221a,4537,-0.506514106,3.142101816,11.88662088,0.001754219,0.004671676,0_vs_24,DuxOE,0_vs_24_DuxOE
Mxra8,2918,-0.439070097,3.5966016,11.88655122,0.001754265,0.004671676,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp62,6060,0.645375094,2.37419987,11.88469602,0.001755499,0.004673878,0_vs_24,DuxOE,0_vs_24_DuxOE
Mcrs1,3506,-0.207605864,6.630517914,11.88458134,0.001755575,0.004673878,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm14760,999,-0.458371746,3.472430889,11.88237345,0.001757046,0.004677148,0_vs_24,DuxOE,0_vs_24_DuxOE
Cep57,4180,0.229361624,6.061035505,11.86579955,0.001768124,0.004705991,0_vs_24,DuxOE,0_vs_24_DuxOE
Cep89,5087,-0.284342812,5.115251805,11.86372487,0.001769516,0.004709047,0_vs_24,DuxOE,0_vs_24_DuxOE
Aamdc,3833,-0.408770325,3.784535252,11.8589168,0.001772747,0.004716996,0_vs_24,DuxOE,0_vs_24_DuxOE
Galnt17,9408,1.075139706,0.890853845,11.85357871,0.001776341,0.004725909,0_vs_24,DuxOE,0_vs_24_DuxOE
Ptbp1,4740,-0.175192958,9.069109632,11.84605317,0.001781422,0.004738773,0_vs_24,DuxOE,0_vs_24_DuxOE
Smarcd3,5120,-0.550011935,2.977975536,11.84564558,0.001781697,0.004738854,0_vs_24,DuxOE,0_vs_24_DuxOE
Rps6ka4,3595,-0.390256498,4.05012627,11.83885613,0.001786295,0.004749776,0_vs_24,DuxOE,0_vs_24_DuxOE
Als2cl,5883,-0.297103591,5.478665758,11.83679413,0.001787694,0.004752842,0_vs_24,DuxOE,0_vs_24_DuxOE
Lrrc42,2139,-0.25059062,5.517419906,11.83600292,0.001788231,0.004753616,0_vs_24,DuxOE,0_vs_24_DuxOE
Ihh,3048,2.736598396,-1.207362635,11.82532428,0.001795497,0.004772275,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm38394,10156,-0.182743999,7.905179899,11.81698875,0.001801191,0.00478675,0_vs_24,DuxOE,0_vs_24_DuxOE
Fam13b,9061,-0.312248731,4.808819804,11.81531762,0.001802335,0.004789131,0_vs_24,DuxOE,0_vs_24_DuxOE
Supt6,7095,0.196113704,7.327424892,11.81255385,0.001804228,0.004793504,0_vs_24,DuxOE,0_vs_24_DuxOE
9330159M07Rik,5332,0.973295785,1.340722261,11.81184618,0.001804713,0.004794134,0_vs_24,DuxOE,0_vs_24_DuxOE
Car13,2299,0.417396379,3.873324611,11.8031002,0.001810721,0.004809432,0_vs_24,DuxOE,0_vs_24_DuxOE
Mettl23,2697,-0.39019356,3.894416416,11.80269134,0.001811002,0.004809518,0_vs_24,DuxOE,0_vs_24_DuxOE
Plin2,3512,0.340923137,4.452873775,11.80229927,0.001811272,0.004809574,0_vs_24,DuxOE,0_vs_24_DuxOE
Pank1,8267,0.543535161,2.936961006,11.80064211,0.001812413,0.004811943,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp9,5389,1.374046671,0.637812633,11.79810182,0.001814164,0.00481593,0_vs_24,DuxOE,0_vs_24_DuxOE
Wwc1,4960,0.240504697,6.023506454,11.79622988,0.001815455,0.004818696,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc30a10,6508,-1.260397451,0.7235858,11.79487028,0.001816394,0.004819358,0_vs_24,DuxOE,0_vs_24_DuxOE
Cnst,8859,-0.274451782,5.302416028,11.7946715,0.001816531,0.004819358,0_vs_24,DuxOE,0_vs_24_DuxOE
H3c2,620,1.684124433,0.022286251,11.79446468,0.001816674,0.004819358,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm48865,2605,1.133640667,0.758804238,11.79442438,0.001816702,0.004819358,0_vs_24,DuxOE,0_vs_24_DuxOE
Sox15,861,-0.321731695,4.545311777,11.78886043,0.001820548,0.0048289,0_vs_24,DuxOE,0_vs_24_DuxOE
Rpp14,2401,0.295128855,5.143879443,11.78702665,0.001821818,0.004830942,0_vs_24,DuxOE,0_vs_24_DuxOE
Col9a3,3853,0.584133192,2.828855697,11.78401687,0.001823904,0.00483581,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm2832,1760,1.920478459,-0.399903563,11.78176078,0.00182547,0.004839297,0_vs_24,DuxOE,0_vs_24_DuxOE
Smug1,6141,-0.317974477,4.918018621,11.77895506,0.001827418,0.004843799,0_vs_24,DuxOE,0_vs_24_DuxOE
Rab10,3513,0.207730581,6.599050993,11.77466007,0.001830406,0.004851053,0_vs_24,DuxOE,0_vs_24_DuxOE
Mast3,5955,-0.336233557,4.408588024,11.77297223,0.001831582,0.004853503,0_vs_24,DuxOE,0_vs_24_DuxOE
Ctdspl2,9251,0.242909964,5.794210117,11.75679544,0.001842889,0.004882551,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp316,7526,0.826997581,1.825784883,11.7565284,0.001843076,0.004882551,0_vs_24,DuxOE,0_vs_24_DuxOE
Hook2,3978,0.275806105,5.837212145,11.7562077,0.001843301,0.004882551,0_vs_24,DuxOE,0_vs_24_DuxOE
Cul5,8165,0.246472409,5.654769272,11.752926,0.001845605,0.004887983,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm20775,1851,1.382982843,0.284685657,11.75236791,0.001845997,0.004888159,0_vs_24,DuxOE,0_vs_24_DuxOE
Nmnat2,5781,-0.232438852,5.922900347,11.75211187,0.001846177,0.004888159,0_vs_24,DuxOE,0_vs_24_DuxOE
2410002F23Rik,5233,0.224019682,6.379540229,11.74698742,0.001849782,0.004897032,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm45351,2545,3.048469186,-1.399886757,11.73838676,0.001855848,0.004912227,0_vs_24,DuxOE,0_vs_24_DuxOE
Fmnl2,5636,0.352157224,4.427323864,11.73813051,0.00185603,0.004912227,0_vs_24,DuxOE,0_vs_24_DuxOE
Zyg11a,2597,-0.33846854,4.40362792,11.73727261,0.001856636,0.004913159,0_vs_24,DuxOE,0_vs_24_DuxOE
Casq1,1951,-0.414621022,3.686441426,11.72485418,0.001865438,0.004935776,0_vs_24,DuxOE,0_vs_24_DuxOE
Strip1,5453,-0.253177264,5.522065317,11.72283687,0.001866872,0.004938894,0_vs_24,DuxOE,0_vs_24_DuxOE
Kdf1,2379,0.623939674,2.513419623,11.7200099,0.001868883,0.004943539,0_vs_24,DuxOE,0_vs_24_DuxOE
Rdx,4732,0.205169069,6.79972818,11.71649719,0.001871386,0.004949482,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm4013,816,-0.992438916,1.140842424,11.71434189,0.001872924,0.004952588,0_vs_24,DuxOE,0_vs_24_DuxOE
Dnaja4,3589,0.834597893,1.606700685,11.71413277,0.001873073,0.004952588,0_vs_24,DuxOE,0_vs_24_DuxOE
Stmn2,5602,-0.268182626,5.265869899,11.71234307,0.001874351,0.004955289,0_vs_24,DuxOE,0_vs_24_DuxOE
Osr2,3623,1.964072692,-0.374717934,11.70865007,0.00187699,0.004961589,0_vs_24,DuxOE,0_vs_24_DuxOE
Ttc12,4545,0.48567837,3.406858898,11.70639936,0.001878601,0.004965168,0_vs_24,DuxOE,0_vs_24_DuxOE
2310009A05Rik,2999,0.923152059,1.521367653,11.69761682,0.001884901,0.00498047,0_vs_24,DuxOE,0_vs_24_DuxOE
Smim10l1,3068,0.684837415,2.354522665,11.69760918,0.001884906,0.00498047,0_vs_24,DuxOE,0_vs_24_DuxOE
Mettl14,7419,0.246124614,5.606813415,11.69444261,0.001887183,0.004985805,0_vs_24,DuxOE,0_vs_24_DuxOE
Nthl1,2718,-0.286685314,5.024482874,11.69129167,0.001889452,0.004991116,0_vs_24,DuxOE,0_vs_24_DuxOE
Rubcn,7478,-0.277718181,5.120648682,11.68929345,0.001890892,0.004994238,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm13142,1453,1.957988963,-0.50663266,11.68653161,0.001892884,0.004998818,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm20394,942,-1.992567711,-0.45221977,11.68311511,0.001895352,0.005004652,0_vs_24,DuxOE,0_vs_24_DuxOE
Notumos,2659,-2.201741682,-0.781199316,11.68254138,0.001895767,0.00500489,0_vs_24,DuxOE,0_vs_24_DuxOE
Tbcd,8096,-0.200276635,6.753561507,11.68227394,0.00189596,0.00500489,0_vs_24,DuxOE,0_vs_24_DuxOE
Chchd1,909,-0.248940337,5.562708068,11.67400339,0.001901951,0.005020019,0_vs_24,DuxOE,0_vs_24_DuxOE
Phkb,7417,0.28108909,5.132558113,11.6733893,0.001902397,0.00502051,0_vs_24,DuxOE,0_vs_24_DuxOE
Tmem150a,1548,0.561133293,2.856796031,11.67144226,0.001903811,0.005023555,0_vs_24,DuxOE,0_vs_24_DuxOE
Rpl35,1241,-0.176857983,9.493882136,11.66990436,0.001904928,0.005025817,0_vs_24,DuxOE,0_vs_24_DuxOE
E130311K13Rik,2398,0.951029142,1.458593458,11.66670644,0.001907254,0.005031267,0_vs_24,DuxOE,0_vs_24_DuxOE
Mrps5,6578,-0.198329229,7.175749566,11.65979376,0.001912292,0.005043868,0_vs_24,DuxOE,0_vs_24_DuxOE
Samhd1,9150,-0.244896072,5.892974656,11.6583361,0.001913356,0.005045987,0_vs_24,DuxOE,0_vs_24_DuxOE
Galnt7,5253,0.444554309,3.523828392,11.65418445,0.00191639,0.0050533,0_vs_24,DuxOE,0_vs_24_DuxOE
2900097C17Rik,4915,-0.250183018,6.498768971,11.64624526,0.001922208,0.005067948,0_vs_24,DuxOE,0_vs_24_DuxOE
Arhgap39,7367,0.283928719,5.1999563,11.64103656,0.001926034,0.005077345,0_vs_24,DuxOE,0_vs_24_DuxOE
Mafg,5613,0.211579264,6.504258682,11.63602381,0.001929725,0.005086381,0_vs_24,DuxOE,0_vs_24_DuxOE
Lipt1,2051,0.774321689,1.826170063,11.6268419,0.001936505,0.005103555,0_vs_24,DuxOE,0_vs_24_DuxOE
Nek5,2897,1.382066798,0.347345081,11.62399662,0.001938611,0.00510841,0_vs_24,DuxOE,0_vs_24_DuxOE
Scarf2,3839,1.299943095,0.625023273,11.62245742,0.001939752,0.005110718,0_vs_24,DuxOE,0_vs_24_DuxOE
Ifit2,3927,1.597798021,-0.119720792,11.62155036,0.001940424,0.005111793,0_vs_24,DuxOE,0_vs_24_DuxOE
Rufy1,2764,0.503326534,3.23394164,11.62115706,0.001940716,0.005111865,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm11365,774,-1.599876448,-0.078392327,11.62074491,0.001941021,0.005111973,0_vs_24,DuxOE,0_vs_24_DuxOE
Pcdh17,12991,3.044288355,-1.400003238,11.61825483,0.001942869,0.005116142,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp36l1-ps,899,1.837021889,-0.349406972,11.6171413,0.001943696,0.005117623,0_vs_24,DuxOE,0_vs_24_DuxOE
Scnn1a,4132,0.46580345,3.414297653,11.60261488,0.001954518,0.00514488,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm20236,4540,-1.874506071,-0.400035443,11.60253102,0.001954581,0.00514488,0_vs_24,DuxOE,0_vs_24_DuxOE
Idh3a,5072,-0.197410313,7.276363366,11.60197043,0.001955,0.005145017,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp740,5091,-0.202255935,6.642709631,11.60174926,0.001955165,0.005145017,0_vs_24,DuxOE,0_vs_24_DuxOE
Ccdc88a,10891,0.274623652,5.267064523,11.59700987,0.001958711,0.005153647,0_vs_24,DuxOE,0_vs_24_DuxOE
Gfm2,10685,-0.207975015,6.54787348,11.59145438,0.001962877,0.005163904,0_vs_24,DuxOE,0_vs_24_DuxOE
Hes7,1809,-1.677342908,-0.207625344,11.59058101,0.001963532,0.005164927,0_vs_24,DuxOE,0_vs_24_DuxOE
Mrpl42,3682,-0.228169498,6.743347684,11.5888169,0.001964858,0.005167019,0_vs_24,DuxOE,0_vs_24_DuxOE
