gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Map3k20,10175,-0.229283763,4.44136967,1.216767384,0.304903393,0.482911124,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dhrs7b,3325,-0.211709248,5.024121594,1.216647813,0.304925441,0.482911124,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm47879,503,-0.590643812,-0.422750122,1.216596839,0.304934841,0.482911124,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mon1b,5120,0.221412804,3.860286411,1.216304633,0.304988736,0.482930382,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mgat4e,1832,0.370126302,0.35772549,1.216281814,0.304992945,0.482930382,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lypd6b,2604,-0.834425218,-2.118678235,1.215852351,0.305072182,0.483019468,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bcl2l14,4093,0.299641857,1.973640269,1.215033246,0.305223395,0.483190536,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nup62,2854,0.218842468,7.831703156,1.215018076,0.305226196,0.483190536,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prxl2b,1027,-0.37963497,3.349314349,1.214710101,0.30528308,0.48321472,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccno,2555,0.320730949,1.686146878,1.214686485,0.305287443,0.48321472,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Snhg8,853,-0.355342365,3.925647226,1.214309929,0.305357016,0.483288456,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp788,4346,0.334348054,4.079672725,1.214119551,0.3053922,0.483307755,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7730,454,0.622034558,-1.652048608,1.213885987,0.305435374,0.483339696,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nme4,1582,0.289333309,4.63926133,1.21341749,0.305522001,0.48344039,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vat1,2766,-0.236649855,7.696058745,1.212984838,0.305602032,0.483494245,0_vs_12,ZfpOE,0_vs_12_ZfpOE
S1pr4,2386,0.429359846,0.030912592,1.212731187,0.305648967,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sema3a,13868,1.040509525,-2.024472551,1.212596918,0.305673816,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnajc17,1308,-0.412633259,3.772695487,1.212332494,0.305722761,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fzd8,5974,0.381278378,0.892220732,1.212252009,0.305737661,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm49372,470,-0.838228501,-1.873294405,1.211994759,0.305785294,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48865,2605,-0.514217919,0.310833808,1.211896391,0.30580351,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sparc,3788,0.193791384,8.787398481,1.211729535,0.305834414,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Usp15,16599,0.216969176,7.274044611,1.211708303,0.305838346,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pnpla1,4837,-0.477492997,-0.596709168,1.211614916,0.305855645,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Snord11,84,0.674815035,-1.982686516,1.211571872,0.305863619,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Il17rd,10985,0.1923883,6.05858139,1.211564626,0.305864961,0.483509969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnah12,12009,-0.412979099,-0.313136798,1.21127806,0.305918055,0.483557539,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fdx2,1423,0.659224767,-1.556115969,1.210334314,0.306093005,0.483778958,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Map4k3,9911,0.229325948,6.148677782,1.21027418,0.306104157,0.483778958,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm29724,3658,0.538783647,-0.6354423,1.210061814,0.306143548,0.483794031,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sfxn2,5815,-0.233563646,3.515925998,1.209858817,0.306181208,0.483794031,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Clic1,1799,0.251309289,5.337704001,1.209850601,0.306182733,0.483794031,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1810012K08Rik,574,0.456653468,-0.602915477,1.208915825,0.306356242,0.483974303,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ankrd37,1539,-0.239836291,2.966730412,1.208904332,0.306358376,0.483974303,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm16093,392,0.589227049,-1.204833463,1.208863891,0.306365886,0.483974303,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fxr1,6553,0.209851908,8.262174347,1.208737986,0.306389268,0.483974873,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ssu72,2689,0.211473068,6.125892357,1.208552994,0.306423629,0.483992783,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm9255,581,-0.538019484,-0.451057387,1.207852898,0.306553716,0.484159934,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wipf3,7114,-0.2946266,3.417425678,1.207735628,0.306575515,0.484159934,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10030,4355,-0.795555815,-1.50602906,1.20645127,0.306814405,0.484488938,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rplp0,1659,0.19995937,10.9366054,1.206367826,0.306829935,0.484488938,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Aktip,7040,-0.213368568,5.478489475,1.206038763,0.30689119,0.484549267,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pi4ka,11254,-0.206736142,7.112516948,1.205214564,0.307044694,0.484755227,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Orc4,7458,0.351814811,6.035936379,1.204542501,0.307169948,0.484916558,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15387,648,0.386674801,2.195842432,1.204054072,0.307261025,0.484992962,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppp6r3,9378,0.212027558,8.269385852,1.203940011,0.307282299,0.484992962,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppp4r2,6843,0.229961485,6.987749671,1.203911839,0.307287555,0.484992962,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mrps28,783,0.289439288,4.578483046,1.203756444,0.307316543,0.485002304,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm45206,2285,0.868101696,-1.790030971,1.203393403,0.307384283,0.485044535,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6598,2615,0.572515484,-1.329449283,1.203365735,0.307389447,0.485044535,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ints10,6885,0.197286609,6.370764391,1.203148629,0.307429969,0.485072068,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm43513,1076,-0.34612975,0.735413354,1.202455816,0.307559332,0.485239763,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Faf1,5093,-0.223074256,7.320341941,1.201709892,0.307698703,0.48542322,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ttc9c,3984,0.199425401,6.016904667,1.201454966,0.307746356,0.485461967,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Alkbh6,3123,0.327291544,3.993035682,1.201082334,0.307816031,0.485535445,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp174,5897,-0.259577866,2.206789439,1.199522849,0.30810788,0.485959334,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Phpt1,1074,-0.482052391,-0.762950375,1.198841991,0.308235428,0.486124036,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cdpf1,1215,-0.354002999,3.762988459,1.197456235,0.308495271,0.486466634,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gsdmd,2377,-0.272018066,2.209827243,1.197436691,0.308498938,0.486466634,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Safb,7268,0.330337822,7.214375239,1.19704836,0.308571813,0.486545056,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm12734,948,-0.772550897,-1.799186086,1.19662532,0.308651232,0.486633781,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Syp,5211,-0.472533741,0.4157148,1.196470407,0.308680322,0.48664315,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Htatip2,2024,0.219851699,4.280585382,1.196334214,0.3087059,0.486645164,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm11993,820,0.540081102,-1.228233926,1.196217104,0.308727896,0.486645164,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rps10-ps2,496,-0.306531731,3.869477603,1.195869791,0.308793145,0.486684095,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm9920,3573,-0.525980374,-1.21304296,1.195839196,0.308798894,0.486684095,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adamts4,4810,0.280586961,1.52664362,1.195596294,0.308844541,0.48670032,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rpl10-ps6,642,0.548569817,-0.179078817,1.195492189,0.308864107,0.48670032,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48185,327,0.342397247,1.58438796,1.195414871,0.308878641,0.48670032,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kif3a,3586,-0.200230352,4.901641133,1.195075818,0.308942384,0.48676287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Jmjd7,1960,-0.452913602,-0.110527953,1.19490171,0.308975125,0.48676287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mrpl35,4171,0.193493814,5.691813785,1.194640297,0.309024292,0.48676287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myh10,10458,-0.183614373,7.495655822,1.19449349,0.30905191,0.48676287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pan3,14955,0.245921957,5.533786208,1.194468197,0.309056668,0.48676287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vash2,4314,0.236110187,3.481813541,1.194439609,0.309062047,0.48676287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Chd9,23148,-0.248256017,6.58355861,1.194341987,0.309080414,0.48676287,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ncstn,3975,-0.186587468,6.039771572,1.194003324,0.309144146,0.48682677,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15951,400,-0.55110182,-0.971371637,1.193434963,0.309251148,0.486958796,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Capn15,5729,0.281756583,5.03634459,1.193204888,0.309294479,0.486976621,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm13123,492,0.359316666,1.219077852,1.193128877,0.309308796,0.486976621,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm37649,2232,0.692625996,-1.620020715,1.191981172,0.309525096,0.487280672,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7628,2010,0.898305919,-1.981005348,1.191427965,0.309629436,0.487408434,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dmkn,2192,0.752524225,-1.177945789,1.190973926,0.309715111,0.487506797,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm4798,1699,0.387297679,0.711938339,1.190056972,0.309888244,0.487742797,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dkk1,2427,0.511810942,-1.134225156,1.189188317,0.31005239,0.48796462,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Plekhh1,6718,0.201100614,5.603161462,1.188739886,0.310137179,0.488061525,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpc1,5159,-0.273673276,4.299528339,1.188392088,0.310202964,0.488128512,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fahd1,1473,-0.257607224,3.036335909,1.187841756,0.310307101,0.488255832,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm16178,677,0.575053757,-1.526717872,1.187277483,0.310413929,0.48838737,0_vs_12,ZfpOE,0_vs_12_ZfpOE
C330018D20Rik,3233,-0.249609252,2.599428795,1.186923811,0.310480915,0.4884516,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Haus7,1438,0.233394496,4.575044145,1.186816619,0.310501221,0.4884516,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Heph,7662,-0.559545905,-1.075201838,1.186241221,0.310610258,0.488559581,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp451,15839,0.215250189,6.479953105,1.186209124,0.310616342,0.488559581,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mkrn2,7005,-0.210272343,5.248644938,1.185975246,0.31066068,0.488582397,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tafa4,5693,0.346965079,1.026382682,1.185076429,0.31083116,0.488787753,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kansl3,6742,0.182629946,6.426504424,1.184277828,0.310982749,0.488989554,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gbgt1,1337,-0.330074344,0.585873665,1.184072259,0.311021788,0.489014363,0_vs_12,ZfpOE,0_vs_12_ZfpOE
B230216N24Rik,5853,0.541125624,-1.229028994,1.183618957,0.311107898,0.489042238,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp36,3470,-0.425077843,2.669638321,1.183611559,0.311109304,0.489042238,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10481,1002,0.456202326,-0.75347685,1.183214465,0.311184767,0.489124288,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm42869,2121,0.979607427,-1.46687986,1.182400511,0.311339534,0.489330967,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Shld2,5727,0.233675542,4.728509449,1.180799073,0.311644371,0.489773462,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2610017A05Rik,1661,-0.797298017,-0.682270194,1.180600539,0.311682193,0.489796288,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm17669,442,0.483394385,0.06266174,1.180261388,0.31174682,0.48986123,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Commd9,1602,0.31073274,3.606306692,1.179520127,0.311888141,0.490046665,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Osbpl8,9600,-0.301853676,5.798243366,1.179318692,0.311926561,0.490070405,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tceal1,2803,0.403336763,0.038953849,1.179188407,0.311951414,0.490072827,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam3c,3713,0.194174774,5.382362482,1.178890396,0.312008274,0.490125528,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prickle2,8631,-0.252787952,3.114631646,1.178074678,0.31216399,0.490333499,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rnf187,1949,0.331137499,7.162338319,1.177386538,0.312295442,0.49043182,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gabra5,2974,-0.666427397,-1.33805997,1.177375338,0.312297582,0.49043182,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rae1,2554,0.228721572,7.075125891,1.177346149,0.31230316,0.49043182,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm36864,1698,-0.828909388,-2.261627132,1.177258565,0.312319897,0.49043182,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sec62,4343,-0.211485472,6.686578724,1.177060241,0.312357802,0.490454707,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ap2s1,1472,0.299824554,5.604220126,1.176605551,0.312444731,0.490554562,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hdhd2,6880,0.25145692,2.151914102,1.176082085,0.312544854,0.49061044,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp85,2359,0.36553727,1.780301658,1.176081917,0.312544886,0.49061044,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm37893,2437,0.378407426,1.256132883,1.176053451,0.312550332,0.49061044,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ier3ip1,1901,-0.280541217,5.141727692,1.175422913,0.312671,0.49076321,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tm2d3,1489,0.221676215,4.633494043,1.174521945,0.312843543,0.490997373,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arid4a,5615,-0.190869123,5.348180247,1.174082574,0.312927738,0.491092851,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nat8f2,3301,0.441549739,-0.155251989,1.173589329,0.313022297,0.491204579,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Eml1,7436,-0.240611413,2.526452414,1.173304108,0.313076995,0.491220661,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp277,12234,0.259081871,5.632267348,1.173292215,0.313079277,0.491220661,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Olfr543,1456,-0.482071998,-0.763761168,1.173147424,0.31310705,0.491227575,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmf1,5732,0.251221433,5.057771428,1.172993153,0.313136645,0.491237348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
7-Mar,10391,0.290916143,7.572049464,1.172460566,0.31323885,0.491361017,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wnt2b,4201,-0.381150987,0.008527392,1.172186228,0.313291516,0.491382909,0_vs_12,ZfpOE,0_vs_12_ZfpOE
H2-Eb1,1944,-0.267739898,2.069107331,1.172144367,0.313299553,0.491382909,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnttip1,2122,-0.299372274,4.235665541,1.171717611,0.313381508,0.491474782,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cxcl12,8176,-0.524346471,-0.493533524,1.171509931,0.313421404,0.491500684,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Il4,1227,-0.391125383,0.95496125,1.171198657,0.313481213,0.491557809,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sp140,3328,-0.42399344,-0.215137764,1.170619997,0.313592444,0.491695552,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccnyl1,3456,0.194413436,5.529923009,1.169916734,0.313727707,0.491861464,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Usf2-ps1,311,0.606366128,-0.716160137,1.169826584,0.313745052,0.491861464,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10705,461,0.614709266,1.994087063,1.169556948,0.31379694,0.491906127,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cep350,16520,-0.266121763,6.357812972,1.169002362,0.313903704,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Psme2,1764,0.243670691,4.452734588,1.1689265,0.313918312,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sumo3,3660,0.187423431,6.888517041,1.168650343,0.313971499,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ndufaf2,2978,-0.361548482,4.334786932,1.16855896,0.313989102,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rab18,6850,0.192928792,6.228285449,1.168549232,0.313990976,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Atp13a3,9938,0.303223795,8.335274835,1.168488141,0.314002745,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15753,1062,-0.581921805,-1.534990093,1.168434078,0.31401316,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fgf22,2247,-0.403081367,-0.225710083,1.16832216,0.314034724,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm13577,205,0.39167056,2.45592445,1.1683114,0.314036797,0.491951981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pim2,2795,-0.245716286,5.47757374,1.167943344,0.314107726,0.492026431,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp606,7680,0.255682798,4.518490744,1.167695194,0.314155562,0.492030493,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smpd5,2149,-0.740874009,-2.1648908,1.167687068,0.314157128,0.492030493,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sh3d19,9004,0.184739762,6.59139132,1.167320906,0.314227733,0.492104413,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnah2os,859,-0.652416362,-1.142939056,1.16713352,0.314263875,0.492124353,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Csnk2a3,2633,0.2268885,4.805882759,1.166761642,0.314335619,0.492200038,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pkn2,12877,0.252195958,7.43962716,1.166624507,0.314362081,0.492204814,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rhog,1420,0.365080841,2.719424186,1.166245485,0.314435238,0.492282693,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zbtb32,2357,0.35831265,4.879406014,1.165493415,0.314580473,0.4924734,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc32a1,2797,-0.29236439,1.798196778,1.165250019,0.314627498,0.492510341,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Uba52,1498,0.377471668,3.993535654,1.164261533,0.314818583,0.49277277,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Krt1,4415,-0.519974961,-1.097473287,1.16388327,0.314891752,0.49283388,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem163,4292,0.518788491,-0.982214782,1.16381733,0.31490451,0.49283388,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tnip1,3539,-0.271274379,5.265013975,1.1635554,0.314955194,0.49287651,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rhox13,876,-0.270841958,4.339261032,1.162806565,0.315100162,0.49306667,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Chek1,4635,-0.224738039,6.192657015,1.162285639,0.315201068,0.493187858,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tsc22d2,11244,-0.191311192,5.33332211,1.162042871,0.31524811,0.493224754,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gtf2a2,4047,0.247044652,6.041355961,1.161250723,0.31540168,0.493414232,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6225,7740,-0.597311123,-1.238877261,1.16117608,0.315416157,0.493414232,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Edil3,13677,-0.924742052,-2.074355801,1.160812986,0.315486591,0.493451039,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm38428,1289,-0.485567189,-0.1237962,1.160719448,0.315504739,0.493451039,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm47270,791,0.679692697,-0.189097395,1.160691812,0.315510101,0.493451039,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1700008J07Rik,2432,0.379472958,0.049638047,1.160308007,0.315584587,0.493490807,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sinhcaf,4138,0.212791704,6.689882064,1.160265622,0.315592814,0.493490807,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Clspn,7186,0.186342847,6.042064623,1.160197947,0.315605951,0.493490807,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mier2,4497,-0.250839799,5.78342835,1.16000887,0.315642659,0.493511499,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm14703,1820,0.890803244,-1.982514816,1.157698744,0.316091667,0.494176776,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6532,559,0.530129309,-0.881062908,1.157315294,0.316166289,0.494243968,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Plppr3,4357,-0.269144699,2.794227758,1.157236305,0.316181664,0.494243968,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm16867,7788,0.993628894,-1.043730925,1.156804801,0.316265675,0.494338535,0_vs_12,ZfpOE,0_vs_12_ZfpOE
A530032D15Rik,1603,-0.565625204,-1.391694574,1.15596756,0.316428777,0.494519935,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48677,614,-0.565625204,-1.391694574,1.15596756,0.316428777,0.494519935,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pttg1,2000,-0.334081286,4.660813345,1.154660201,0.316683713,0.494881566,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm5763,1530,-0.504420752,-0.891549615,1.153889281,0.316834188,0.495059382,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sf1,6211,0.245430871,8.558651507,1.153818159,0.316848075,0.495059382,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4930518I15Rik,1597,-0.54568562,-0.409803796,1.153715378,0.316868147,0.495059382,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Grcc10,1988,-0.300140416,1.730833055,1.153593177,0.316892013,0.495059878,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm2792,3159,-0.281199734,1.866352807,1.153032666,0.317001515,0.495194149,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rwdd4a,3352,0.21719654,4.845407435,1.152378379,0.31712941,0.495357128,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tdrp,4695,0.190472644,5.3967739,1.152157333,0.317172635,0.495387839,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1810014B01Rik,2652,0.251854342,2.137787218,1.151886082,0.317225691,0.495433898,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zbtb5,5606,-0.203921975,4.312733382,1.151302892,0.317339805,0.49551604,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Selenok-ps4,277,-0.549779497,-0.9718587,1.151255467,0.317349088,0.49551604,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lama1,9681,0.200084988,7.432201291,1.15113552,0.317372567,0.49551604,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Chst7,2206,-0.447207463,0.515071977,1.150995752,0.317399929,0.49552196,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mgat1,4733,0.240803577,4.168763665,1.150868641,0.317424816,0.495524016,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Phf11c,3459,0.338160516,2.771752277,1.150554617,0.317486313,0.495554161,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rps12,2027,0.204018598,10.65890398,1.150529302,0.317491271,0.495554161,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dennd5b,18081,-0.246540708,3.827468359,1.150374823,0.31752153,0.495564598,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sh2b1,3932,-0.304328403,6.311779472,1.150118996,0.317571651,0.495577563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Clec16a,8368,0.198322061,5.422422851,1.150091782,0.317576984,0.495577563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm50390,591,-0.482472287,-0.763879323,1.149746529,0.317644645,0.495646358,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp768,2522,0.466618149,1.847169421,1.14922222,0.317747439,0.495769957,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Foxm1,5754,0.180112107,6.357367268,1.14890817,0.317809034,0.495829263,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Btnl9,6054,0.724741446,-1.52470238,1.148527381,0.317883743,0.495909018,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tgif2-ps2,969,0.452299261,0.214363729,1.148203527,0.317947302,0.495971368,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc88c,11386,0.21630623,6.186183433,1.147753387,0.318035677,0.496072418,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wdtc1,4800,0.213935447,8.000580844,1.147532632,0.318079031,0.496103233,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adap1,3292,-0.235391109,5.763383368,1.147316575,0.318121472,0.496132619,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arf4,3603,0.191608458,7.403453544,1.147052379,0.318173379,0.496176764,0_vs_12,ZfpOE,0_vs_12_ZfpOE
